time,motor_with_onshape_mounting_x,motor_with_onshape_mounting_y,motor_with_onshape_mounting_2_x,motor_with_onshape_mounting_2_y,motor_with_onshape_mounting_3_x,motor_with_onshape_mounting_3_y,motor_with_onshape_mounting_4_x,motor_with_onshape_mounting_4_y,motor_with_onshape_mounting_5_x,motor_with_onshape_mounting_5_y,motor_with_onshape_mounting_6_x,motor_with_onshape_mounting_6_y,motor_with_no_arms_x,motor_with_no_arms_y,com_x,com_y
0.000000,,,,,,,,,,,,,,,,
0.030000,2.7670848439197152e-08,1.26866979225898e-05,,,,,,,,,,,,,,
0.080000,2.7669125494378725e-08,1.268387514090736e-05,1.89830195107759e-08,0.10536807984832326,3.375561287334359e-07,0.22536807768456438,6.561292348821396e-07,0.3453680755208056,9.747023385038152e-07,0.46536807335704683,1.293275440519582e-06,0.5853680711932879,1.6118485415959963e-06,0.7053680690295291,7.405841000348447e-07,0.36167737370957515
0.130000,2.766805307625112e-08,1.2684089057145013e-05,2.2432059927017492e-08,0.10536359426648086,3.410049377245364e-07,0.22536359347053972,6.595778131291943e-07,0.3453635926745986,9.781506865539636e-07,0.46536359187865756,1.2967235587915679e-06,0.5853635910827163,1.615296430354624e-06,0.7053635902867752,7.415929909684689e-07,0.36167606700892707
0.180000,2.7666825412327535e-08,1.2684976172776919e-05,2.4565451388734823e-08,0.10536083182582101,3.4313825028083726e-07,0.2253608315388649,6.617110473150288e-07,0.34536083125190875,9.802838428033112e-07,0.46536083096495273,1.2988566373957549e-06,0.5853608306779966,1.6174294314835782e-06,0.7053608303910406,7.425678523549302e-07,0.3616748072306602
0.230000,2.7666307882006534e-08,1.2685482355103728e-05,2.5804496531520053e-08,0.10535923188070903,3.4437726436487934e-07,0.2253592317722467,6.629500307563117e-07,0.34535923166378435,9.815227959531345e-07,0.4653592315553221,1.300095560467571e-06,0.5853592314468596,1.6186683246050449e-06,0.7053592313383976,7.429410259619329e-07,0.3616743263672817
0.280000,2.766585466313666e-08,1.268597862911288e-05,2.656230940851846e-08,0.10535825580097603,3.45135065029003e-07,0.22535825575948865,6.637078195373833e-07,0.3453582557180013,9.822805731227953e-07,0.465358255676514,1.3008533261789586e-06,0.5853582556350265,1.6194260789468128e-06,0.7053582555935393,7.432524519846144e-07,0.36167392602805326
0.330000,2.766562555979939e-08,1.2686247140583416e-05,2.7049010649776834e-08,0.10535763033053197,3.4562176090759726e-07,0.22535763031525805,6.641945103063506e-07,0.3453576302999841,9.827672589905952e-07,0.4653576302847103,1.3013400072636258e-06,0.5853576302694361,1.619912755316679e-06,0.7053576302541624,7.434048868460515e-07,0.36167373048332424
0.380000,2.7665472837929555e-08,1.2686432110467391e-05,2.7337088353890706e-08,0.10535726101996545,3.4590983677518046e-07,0.22535726101404185,6.644825845326372e-07,0.3453572610081182,9.830553317368755e-07,0.4653572610021947,1.301628078622103e-06,0.5853572609962711,1.6202008253415623e-06,0.7053572609903476,7.435048411401214e-07,0.36167360251546843
0.430000,2.7665396453094133e-08,1.2686526326721649e-05,2.7477840063077553e-08,0.10535708097341884,3.4605058777537784e-07,0.22535708097040386,6.646233349747357e-07,0.34535708096738893,9.83196081745727e-07,0.46535708096437406,1.301768828269419e-06,0.5853570809613591,1.620341574669803e-06,0.7053570809583442,7.435543774355034e-07,0.3616735392019768
0.480000,2.7665318431984797e-08,1.2686623685520448e-05,2.76201461759022e-08,0.10535689928648788,3.4619289332641216e-07,0.22535689928531172,6.647656400807038e-07,0.34535689928413554,9.833383865032933e-07,0.4653568992829596,1.3019111327342398e-06,0.5853568992817832,1.6204838788749411e-06,0.7053568992806073,7.43604691961378e-07,0.36167347500002045
0.530000,2.7665240551551374e-08,1.2686721935481767e-05,2.76201461759022e-08,0.10535689928648788,3.46192893429118e-07,0.22535689928531172,6.647656403764272e-07,0.34535689928413554,9.83338387066881e-07,0.4653568992829596,1.3019111336088492e-06,0.5853568992817832,1.6204838800862436e-06,0.7053568992806073,7.436546832964527e-07,0.3616734113993465
0.580000,2.7665240551551374e-08,1.2686721935481767e-05,2.7714896770692515e-08,0.10535677874124832,3.4628764361384815e-07,0.2253567787406844,6.64860390221007e-07,0.3453567787401205,9.834331366292666e-07,0.46535677873955655,1.3020058829224887e-06,0.5853567787389927,1.620578629171046e-06,0.7053567787384287,7.436546836522054e-07,0.3616734113993478
0.630000,2.7665240551551374e-08,1.2686721935481767e-05,2.7714896770692515e-08,0.10535677874124832,3.4628764367530637e-07,0.2253567787406844,6.648603903979708e-07,0.3453567787401205,9.834331369665642e-07,0.46535677873955655,1.3020058834460057e-06,0.5853567787389927,1.6205786298961984e-06,0.7053567787384287,7.436546839275303e-07,0.36167341139934855
0.680000,2.7665240551551374e-08,1.2686721935481767e-05,2.7714896770692515e-08,0.10535677874124832,3.462876437228175e-07,0.2253567787406844,6.648603905347785e-07,0.3453567787401205,9.83433137227335e-07,0.46535677873955655,1.3020058838507623e-06,0.5853567787389927,1.620578630456874e-06,0.7053567787384287,7.436546841404982e-07,0.361673411399349
0.730000,2.7665240551551374e-08,1.2686721935481767e-05,2.7714896770692515e-08,0.10535677874124832,3.462876437595823e-07,0.2253567787406844,6.648603906406701e-07,0.3453567787401205,9.834331374292088e-07,0.46535677873955655,1.3020058841641418e-06,0.5853567787389927,1.6205786308910056e-06,0.7053567787384287,7.43654684305444e-07,0.3616734113993492
